Date,Patients_per_day,Temp_Max,Temp_Min,Temp_Mean,Precipitation,Snowfall,Day_of_week_sin,Day_of_week_cos,Month_sin,Month_cos,Day_of_month_sin,Day_of_month_cos,Day_of_week_1,Day_of_week_2,Day_of_week_3,Day_of_week_4,Day_of_week_5,Day_of_week_6,Weekend,patients_3d_avg,patients_3d_std,patients_14d_avg,patients_14d_std,patients_30d_avg,patients_30d_std,annual_sin_1,annual_cos_1,annual_sin_2,annual_cos_2,annual_sin_3,annual_cos_3,weekly_sin_1,weekly_cos_1,weekly_sin_2,weekly_cos_2,half_week_sin_1,half_week_cos_1,short_cycle_sin_1,short_cycle_cos_1,patients_lag_1,patients_lag_2,patients_lag_3,patients_lag_7,patients_lag_14,patients_lag_21,patients_lag_28,patients_change_1d,patients_change_7d
2022-07-08,60,21.3,11.2,16.6,0.0,0.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.9884683243281114,0.1514277775045767,False,False,False,True,False,False,0,55.333333333333336,9.018499505645782,57.142857142857146,10.33185621015182,58.3,10.34957936843079,0.6990793005655562,0.7150441465537444,0.9997451236925734,0.022576263041545485,0.7306444969184916,-0.6827580970759147,0.43388373911755956,-0.9009688679024185,-0.7818314824680318,0.623489801858731,-0.7818314824680318,0.623489801858731,-0.39840108984624956,-0.9172113015054495,64.0,46.0,56.0,80.0,42.0,63.0,56.0,18.0,38.0
2022-07-09,44,20.5,13.2,16.9,0.3,0.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.9987165071710528,-0.05064916883871264,False,False,False,False,True,False,1,56.666666666666664,9.45163125250521,58.42857142857143,9.378488361993305,58.1,10.253174445355768,0.7112757519738152,0.7029130847082615,0.9999300657962057,-0.011826390691832589,0.6944521021088763,-0.719538934232584,-0.4338837391175567,-0.9009688679024198,0.7818314824680278,0.623489801858736,0.7818314824680278,0.623489801858736,-4.898587196589413e-15,1.0,60.0,64.0,46.0,52.0,63.0,53.0,51.0,-4.0,-11.0
2022-07-10,39,16.9,10.9,14.2,2.1,0.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.9680771188662043,-0.2506525322587204,False,False,False,False,False,True,1,56.0,10.583005244258358,57.07142857142857,10.018938111352963,57.93333333333333,10.445039520016792,0.7232617254437388,0.6905740195722293,0.9989315138848577,-0.046215046983708354,0.6564105761979381,-0.7544038410927472,-0.9749279121818233,-0.222520933956316,0.43388373911756106,-0.9009688679024177,0.43388373911756106,-0.9009688679024177,0.3984010898462194,-0.9172113015054626,44.0,60.0,64.0,51.0,46.0,55.0,40.0,-16.0,5.0
2022-07-11,64,21.2,11.4,16.9,0.1,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,0.8978045395707416,-0.4403941515576344,False,False,False,False,False,False,0,47.666666666666664,10.969655114602885,56.57142857142857,10.761142959843895,57.36666666666667,10.99994775327195,0.7350336741329412,0.6780306024735382,0.9967506498213929,-0.08054900421874167,0.6166212130956382,-0.7872599821916922,-0.7818314824680308,0.6234898018587323,-0.9749279121818228,-0.22252093395631767,-0.9749279121818228,-0.22252093395631767,-0.7308359642781268,0.6825531432186512,39.0,44.0,60.0,49.0,57.0,73.0,71.0,-5.0,-8.0
2022-07-12,50,26.3,10.2,19.3,0.0,0.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0.7907757369376989,-0.6121059825476626,True,False,False,False,False,False,0,49.0,13.228756555322947,57.07142857142857,10.943661922032142,57.8,10.996551183486325,0.746588114532413,0.6652865452111116,0.9933900548258936,-0.11478762552212701,0.5751899607119775,-0.8180198708443175,-1.7145055188062944e-15,1.0,-3.429011037612589e-15,1.0,-3.429011037612589e-15,1.0,0.9422609221188216,-0.334879612170983,64.0,39.0,44.0,56.0,65.0,71.0,75.0,25.0,-9.0
2022-07-13,59,24.5,15.6,19.1,0.0,0.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0.6513724827222223,-0.758758122692791,False,True,False,False,False,False,0,51.0,12.529964086141662,56.0,10.841515647660229,58.13333333333333,10.582136324740969,0.7579216274973472,0.6523456189565257,0.9888537064205885,-0.1488903868564548,0.5322271388474397,-0.8466016020976267,0.7818314824680287,0.6234898018587349,0.9749279121818244,-0.222520933956311,0.9749279121818244,-0.222520933956311,-0.9976687691905409,-0.06824241336464547,50.0,64.0,39.0,46.0,66.0,66.0,55.0,-14.0,-20.0
2022-07-14,63,21.0,11.8,16.0,1.1,0.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.48530196253108104,-0.8743466161445821,False,False,True,False,False,False,0,57.666666666666664,7.094598884597578,55.5,10.500915710985915,57.733333333333334,10.302103345110323,0.7690308592589181,0.6392116531380588,0.9831469737221499,-0.1828169249850199,0.4878471454423119,-0.8729290708206411,0.974927912181824,-0.22252093395631267,-0.4338837391175549,-0.9009688679024207,-0.4338837391175549,-0.9009688679024207,0.8878852184023741,0.4600650377311542,59.0,50.0,64.0,64.0,63.0,44.0,61.0,9.0,1.0
2022-07-15,60,16.5,10.6,13.8,0.1,0.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.29936312297335804,-0.9541392564000488,False,False,False,True,False,False,0,57.333333333333336,6.658328118479381,55.5,10.500915710985915,57.333333333333336,9.830751657982187,0.7799125224167177,0.6258885343075018,0.9762766110869321,-0.21652708524481437,0.44216815196707204,-0.8969321743510065,0.43388373911755335,-0.9009688679024214,-0.7818314824680233,0.6234898018587418,-0.7818314824680233,0.6234898018587418,-0.6310879443260734,-0.775711290704403,63.0,59.0,50.0,60.0,80.0,42.0,63.0,4.0,-20.0
2022-07-16,45,17.2,10.0,14.2,0.0,0.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.10116832198743272,-0.994869323391895,False,False,False,False,True,False,1,60.666666666666664,2.0816659994660904,54.07142857142857,7.965930200299529,57.5,9.832213066909373,0.7905633969115482,0.612380204990065,0.9682507501166718,-0.2499809690726521,0.3953117887649151,-0.9185469991587165,-0.43388373911755646,-0.9009688679024199,0.7818314824680275,0.6234898018587365,0.7818314824680275,0.6234898018587365,0.269796771157023,0.9629172873477997,60.0,63.0,59.0,44.0,52.0,63.0,53.0,-3.0,-8.0
2022-07-17,45,20.1,10.1,15.5,0.0,0.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,-0.10116832198743204,-0.9948693233918952,False,False,False,False,False,True,1,56.0,9.643650760992946,53.57142857142857,8.317861094464932,56.96666666666667,10.0669597277887,0.8009803309782905,0.5986906625177214,0.9590788900341131,-0.28313898122818354,0.3474028211842774,-0.9377159910299093,-0.9749279121818232,-0.22252093395631625,0.4338837391175615,-0.9009688679024175,0.4338837391175615,-0.9009688679024175,0.1361666490962474,-0.9906859460363306,45.0,60.0,63.0,39.0,51.0,46.0,55.0,-15.0,-12.0
2022-07-18,63,21.9,13.1,17.6,2.2,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.2993631229733582,-0.9541392564000488,False,False,False,False,False,False,0,50.0,8.660254037844377,53.142857142857146,8.609986534941175,56.36666666666667,10.230054886876497,0.8111602420785621,0.5848239578463322,0.9487718864399473,-0.31596187665790293,0.2985688173637202,-0.9543881083175908,-0.781831482468031,0.623489801858732,-0.9749279121818227,-0.22252093395631817,-0.9749279121818227,-0.22252093395631817,-0.5195839500354096,0.8544194045465031,45.0,45.0,60.0,64.0,49.0,57.0,73.0,0.0,15.0
2022-07-19,60,23.7,13.6,19.0,0.0,0.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,-0.4853019625310808,-0.8743466161445822,True,False,False,False,False,False,0,51.0,10.392304845413255,54.142857142857146,8.89993209012245,56.7,10.279373387584442,0.8211001178128892,0.5707841943569036,0.9373419384643772,-0.3484108069446808,0.24893980855376657,-0.9685189578512204,-1.959434878635765e-15,1.0,-3.91886975727153e-15,1.0,-3.91886975727153e-15,1.0,0.8169698930104419,-0.5766803221148673,63.0,45.0,45.0,50.0,56.0,65.0,71.0,18.0,-6.0
2022-07-20,47,30.4,14.2,22.8,0.0,0.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,-0.651372482722222,-0.7587581226927911,False,True,False,False,False,False,0,56.0,9.643650760992946,54.42857142857143,9.027430724990673,56.86666666666667,10.29138686854988,0.8307970168121247,0.5565755266413303,0.9248025743285089,-0.38044736628785164,0.19864794288017112,-0.9800709131432666,0.7818314824680286,0.6234898018587351,0.9749279121818245,-0.2225209339563105,0.9749279121818245,-0.2225209339563105,-0.9790840876823227,0.2034560130526345,60.0,63.0,45.0,59.0,46.0,66.0,66.0,-3.0,13.0
2022-07-21,60,34.8,15.7,25.8,0.0,0.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,-0.7907757369376986,-0.6121059825476627,False,False,True,False,False,False,0,56.666666666666664,8.504900548115371,54.5,8.959309726158086,56.0,9.97583286644831,0.8402480696078469,0.5422021592729844,0.9111686353326631,-0.41203363695942635,0.14782713347053048,-0.9890132145779883,0.9749279121818241,-0.22252093395631242,-0.43388373911755446,-0.9009688679024209,-0.43388373911755446,-0.9009688679024209,0.9790840876823231,0.20345601305263258,47.0,60.0,63.0,63.0,64.0,63.0,44.0,-13.0,-1.0
